Course_ID,Section_ID,Title,Details,Meetings_Days,Meetings_Time,Term_Dates,Instructor,Instructor_last,CU,Starting_Time,Term,base_course_quality,base_instructor_quality,base_difficulty,base_work_required,review_rCourseQuality,review_rInstructorQuality,review_rDifficulty,review_rWorkRequired
MGMT-6110,MGMT-6110‐003,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Pongeluppe,Pongeluppe,1.0,1:45p,Full,2.741,3.033,2.198,2.56,2.835,3.3122222222222226,1.987222222222223,2.423333333333334
MGMT-6110,MGMT-6110‐003,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Tranchero,Tranchero,1.0,1:45p,Full,2.741,3.033,2.198,2.56,3.3216666666666668,3.785,1.7283333333333335,1.985
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Cameron,Cameron,1.0,8:30a,Full,2.619,2.938,2.082,2.41,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666662
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Lee,Lee,1.0,8:30a,Full,2.619,2.938,2.082,2.41,2.573333333333333,2.7999999999999994,1.9516666666666662,2.415
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Abrami,Abrami,1.0,8:30a,Full,2.619,2.938,2.082,2.41,,,,
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Cameron,Cameron,1.0,10:15a,Full,2.619,2.938,2.082,2.41,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666662
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Lee,Lee,1.0,10:15a,Full,2.619,2.938,2.082,2.41,2.573333333333333,2.7999999999999994,1.9516666666666662,2.415
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Abrami,Abrami,1.0,10:15a,Full,2.619,2.938,2.082,2.41,,,,
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Cameron,Cameron,1.0,1:45p,Full,2.619,2.938,2.082,2.41,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666662
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Lee,Lee,1.0,1:45p,Full,2.619,2.938,2.082,2.41,2.573333333333333,2.7999999999999994,1.9516666666666662,2.415
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Abrami,Abrami,1.0,1:45p,Full,2.619,2.938,2.082,2.41,,,,
MGMT-6250,MGMT-6250‐002,"Corporate Governance, Executive Compensation and the Board",Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Mcdonnell,Mcdonnell,0.5,10:15a,Q2,3.01,3.331,1.743,1.971,3.084285714285715,3.4207142857142863,1.6907142857142854,1.932857142857143
MGMT-6250,MGMT-6250‐004,"Corporate Governance, Executive Compensation and the Board",Cannot be taken Pass/Fail.,MW,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Mcdonnell,Mcdonnell,0.5,12:00p,Q2,3.01,3.331,1.743,1.971,3.084285714285715,3.4207142857142863,1.6907142857142854,1.932857142857143
MGMT-6710,MGMT-6710‐001,Executive Leadership,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,MW,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Parke,Parke,0.5,10:15a,Q1,3.553,3.673,2.383,3.037,3.66,3.89,1.52,1.95
MGMT-6910,MGMT-6910‐411,Negotiations,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Herrmann,Herrmann,1.0,10:15a,Full,3.086,3.098,1.892,2.053,3.3120000000000003,3.46,1.7580000000000002,2.1399999999999997
MGMT-6910,MGMT-6910‐412,Negotiations,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Herrmann,Herrmann,1.0,3:30p,Full,3.086,3.098,1.892,2.053,3.3120000000000003,3.46,1.7580000000000002,2.1399999999999997
MGMT-6910,MGMT-6910‐413,Negotiations,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Arnett,Arnett,1.0,12:00p,Full,3.086,3.098,1.892,2.053,3.0837499999999998,3.03875,1.7174999999999998,1.885
MGMT-6910,MGMT-6910‐414,Negotiations,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Arnett,Arnett,1.0,1:45p,Full,3.086,3.098,1.892,2.053,3.0837499999999998,3.03875,1.7174999999999998,1.885
MGMT-7010,MGMT-7010‐001,Strategy and Competitive Advantage,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Christensen,Christensen,0.5,1:45p,Q1,3.201,3.381,2.599,2.776,3.0975,3.215,2.6175,2.8874999999999997
MGMT-7010,MGMT-7010‐002,Strategy and Competitive Advantage,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Q2, 16 Mar - 23 Apr",Christensen,Christensen,0.5,8:30a,Q2,3.201,3.381,2.599,2.776,3.0975,3.215,2.6175,2.8874999999999997
MGMT-7010,MGMT-7010‐003,Strategy and Competitive Advantage,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Q1, 20 Jan - 2 Mar",Christensen,Christensen,0.5,3:30p,Q1,3.201,3.381,2.599,2.776,3.0975,3.215,2.6175,2.8874999999999997
MGMT-7010,MGMT-7010‐004,Strategy and Competitive Advantage,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Christensen,Christensen,0.5,10:15a,Q2,3.201,3.381,2.599,2.776,3.0975,3.215,2.6175,2.8874999999999997
MGMT-7200,MGMT-7200‐001,Corporate Diplomacy,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Henisz,Henisz,1.0,1:45p,Full,2.939,3.201,2.577,3.026,3.000666666666666,3.3079999999999994,2.664,3.082
MGMT-7210,MGMT-7210‐001,Corporate Development: Mergers and Acquisitions,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,MW,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Nary,Nary,1.0,8:30a,Full,2.823,2.972,2.246,2.609,2.684,2.9110000000000005,1.892,2.142
MGMT-7210,MGMT-7210‐002,Corporate Development: Mergers and Acquisitions,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,MW,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Nary,Nary,1.0,10:15a,Full,2.823,2.972,2.246,2.609,2.684,2.9110000000000005,1.892,2.142
MGMT-7280,MGMT-7280‐002,Navigating Difficult Conversations in Business and Beyond,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,W,3:30p - 6:29p,"Q2, 16 Mar - 23 Apr",Klein,Klein,0.5,3:30p,Q2,2.97,3.21,1.84,1.88,2.97,3.21,1.84,1.88
MGMT-7290,MGMT-7290‐401LGST-7290‐401,Intellectual Property Strategy for the Innovation-Driven Enterprise,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Weiner,Weiner,0.5,10:15a,Q1,3.248,3.438,2.132,2.045,3.2475,3.4375,2.1325000000000003,2.045
MGMT-7310,MGMT-7310‐001,Technology Strategy,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Kapoor,Kapoor,1.0,3:30p,Full,2.727,2.926,2.036,2.333,2.844772727272727,2.999545454545455,2.1168181818181817,2.392045454545455
MGMT-7430,MGMT-7430‐001,Work and Technology: Choices and Outcomes,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Q1, 20 Jan - 2 Mar",Macduffie,Macduffie,0.5,12:00p,Q1,2.693,3.087,1.797,2.307,2.6933333333333334,3.0866666666666664,1.7966666666666669,2.3066666666666666
MGMT-7480,MGMT-7480‐001,How to Be the Boss,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Cappelli,Cappelli,0.5,1:45p,Q1,2.204,2.452,1.626,2.016,2.2039999999999997,2.452,1.626,2.016
MGMT-7640,MGMT-7640‐751,Tech in the SF Bay Area,Cannot be taken Pass/Fail. [BLOCK WEEK COURSE - LOCATION: SAN FRANCISCO] Attendance mandatory for all sessions. ADD DEADLINE: March 6 - 9:00AM PT. DROP DEADLINE: March 10 - 9:00 AM PT. Schedule: https://mba-inside.wharton.upenn.edu/academics/modularterms/,TBA,12:00a - 12:00a,"Modular, 7 Mar - 15 Mar",Rosenkopf,Rosenkopf,0.5,12:00a,Modular,,,,,,,,
MGMT-7820,MGMT-7820‐001,Strategic Implementation,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Hasan,Hasan,1.0,8:30a,Full,2.588,2.923,2.018,2.265,,,,
MGMT-7820,MGMT-7820‐002,Strategic Implementation,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Hasan,Hasan,1.0,3:30p,Full,2.588,2.923,2.018,2.265,,,,
MGMT-7860,MGMT-7860‐002,Reforming Mass Incarceration and the Role of Business,Cannot be taken Pass/Fail.,R,3:30p - 6:29p,"Q2, 16 Mar - 23 Apr",Phillips,Phillips,0.5,3:30p,Q2,3.087,2.917,1.463,2.22,3.0866666666666664,2.9166666666666665,1.4633333333333332,2.22
MGMT-7900,MGMT-7900‐001,WORKS Immersion (Prison Education),Prerequisite: MGMT 7860. Students who have not already completed MGMT 7860 will not be able to place utilities on MGMT 7900.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Phillips,Phillips,1.0,3:30p,Full,3.92,3.5,1.44,2.89,3.92,3.5,1.44,2.89
MGMT-7940,MGMT-7940‐002,Understanding Careers and Executive Labor Markets,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Bidwell,Bidwell,0.5,10:15a,Q2,3.164,3.488,1.624,2.161,3.1635714285714287,3.4875,1.6239285714285718,2.1607142857142856
MGMT-7940,MGMT-7940‐004,Understanding Careers and Executive Labor Markets,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Bidwell,Bidwell,0.5,1:45p,Q2,3.164,3.488,1.624,2.161,3.1635714285714287,3.4875,1.6239285714285718,2.1607142857142856
MGMT-7940,MGMT-7940‐006,Understanding Careers and Executive Labor Markets,Cannot be taken Pass/Fail.,TR,3:30p - 4:59p,"Q2, 16 Mar - 23 Apr",Bidwell,Bidwell,0.5,3:30p,Q2,3.164,3.488,1.624,2.161,3.1635714285714287,3.4875,1.6239285714285718,2.1607142857142856
MGMT-8010,MGMT-8010‐001,Entrepreneurship,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Kim,Kim,0.5,10:15a,Q1,2.822,3.086,1.929,2.295,3.0426315789473684,3.3894736842105266,1.8484210526315787,2.238947368421053
MGMT-8010,MGMT-8010‐002,Entrepreneurship,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Piezunka,Piezunka,0.5,10:15a,Q2,2.822,3.086,1.929,2.295,3.5825,3.82,1.7575,2.1174999999999997
MGMT-8010,MGMT-8010‐003,Entrepreneurship,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Kim,Kim,0.5,1:45p,Q1,2.822,3.086,1.929,2.295,3.0426315789473684,3.3894736842105266,1.8484210526315787,2.238947368421053
MGMT-8010,MGMT-8010‐004,Entrepreneurship,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,TR,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Piezunka,Piezunka,0.5,1:45p,Q2,2.822,3.086,1.929,2.295,3.5825,3.82,1.7575,2.1174999999999997
MGMT-8040,MGMT-8040‐001,Venture Capital and Entrepreneurial Management,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Sammut,Sammut,0.5,10:15a,Q1,2.701,2.542,2.607,2.896,2.595714285714286,2.697142857142857,2.5642857142857145,2.9928571428571424
MGMT-8040,MGMT-8040‐002,Venture Capital and Entrepreneurial Management,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Sammut,Sammut,0.5,10:15a,Q2,2.701,2.542,2.607,2.896,2.595714285714286,2.697142857142857,2.5642857142857145,2.9928571428571424
MGMT-8090,MGMT-8090‐001,Private Equity in Emerging Markets,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Tropper,Tropper,0.5,1:45p,Q1,2.692,2.877,2.077,2.434,2.6620000000000004,2.834,2.002,2.441
MGMT-8110,MGMT-8110‐001,Entrepreneurship Through Acquisition,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Q1, 20 Jan - 2 Mar",Chalfin,Chalfin,0.5,3:30p,Q1,2.587,2.845,2.016,2.122,2.586707317073169,2.845121951219512,2.015609756097562,2.1219512195121952
MGMT-8110,MGMT-8110‐002,Entrepreneurship Through Acquisition,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Q2, 16 Mar - 23 Apr",Chalfin,Chalfin,0.5,3:30p,Q2,2.587,2.845,2.016,2.122,2.586707317073169,2.845121951219512,2.015609756097562,2.1219512195121952
MGMT-8120,MGMT-8120‐001,Social Entrepreneurship,Cannot be taken Pass/Fail.,M,3:30p - 6:29p,"Q1, 20 Jan - 2 Mar",Thompson,Thompson,0.5,3:30p,Q1,2.052,2.33,1.648,2.143,2.15,2.56,1.7,2.23
MGMT-8140,MGMT-8140‐002,Search Fund Entrepreneurship,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Vesterman,Vesterman,0.5,12:00p,Q2,3.6,3.648,2.138,2.618,3.6,3.658,2.138,2.618
MGMT-8140,MGMT-8140‐002,Search Fund Entrepreneurship,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Zreik,Zreik,0.5,12:00p,Q2,3.6,3.648,2.138,2.618,3.6,3.6380000000000003,2.138,2.618
MGMT-8170,MGMT-8170‐001,Global Growth of Emerging Firms,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Carlson,Carlson,1.0,1:45p,Full,2.803,3.267,1.473,1.783,2.8033333333333332,3.266666666666667,1.4733333333333334,1.7833333333333332
MGMT-8310,MGMT-8310‐402,Entrepreneurship Launchpad,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Wry,Wry,0.5,12:00p,Q2,2.8,3.28,2.42,3.095,2.89,3.38,2.31,3.08
MGMT-8330,MGMT-8330‐401,Strategies and Practices of Family-controlled Companies,Cannot be taken Pass/Fail.,MW,12:00p - 1:29p,"Q1, 20 Jan - 2 Mar",Sandu,Sandu,0.5,12:00p,Q1,3.031,3.221,1.826,2.238,,,,
MGMT-8750,MGMT-8750‐401,Comparative Capitalism,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Full, 14 Jan - 29 Apr",Orenstein,Orenstein,1.0,12:00p,Full,,,,,,,,
MKTG-6120,MKTG-6120‐001,Dynamic Marketing Strategy,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Q1, 20 Jan - 2 Mar",Bradlow,Bradlow,0.5,8:30a,Q1,2.802,3.123,2.296,2.305,3.229545454545456,3.610909090909091,2.487272727272727,2.456818181818181
MKTG-6120,MKTG-6120‐003,Dynamic Marketing Strategy,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Bradlow,Bradlow,0.5,10:15a,Q1,2.802,3.123,2.296,2.305,3.229545454545456,3.610909090909091,2.487272727272727,2.456818181818181
MKTG-6120,MKTG-6120‐005,Dynamic Marketing Strategy,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Q1, 20 Jan - 2 Mar",Bradlow,Bradlow,0.5,8:30a,Q1,2.802,3.123,2.296,2.305,3.229545454545456,3.610909090909091,2.487272727272727,2.456818181818181
MKTG-6120,MKTG-6120‐007,Dynamic Marketing Strategy,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Bradlow,Bradlow,0.5,10:15a,Q1,2.802,3.123,2.296,2.305,3.229545454545456,3.610909090909091,2.487272727272727,2.456818181818181
MKTG-6130,MKTG-6130‐001,Strategic Marketing Simulation,"Cannot be taken Pass/Fail. This course meets on Friday and Saturday for two weekends: February 20, 21, 27 and 28, 2026. Last day to add/drop February 13, 2026 at 11:59PM ET. Any de-enrollment after may result in a ""W"" on transcript: email mbaprogram@wharton.upenn.edu",FS,12:00a - 12:00a,"Modular, 20 Feb - 28 Feb",Meyer,Meyer,0.5,12:00a,Modular,2.975,3.157,2.441,2.643,2.78125,2.9825,2.2475,2.56125
MKTG-6130,MKTG-6130‐002,Strategic Marketing Simulation,"Cannot be taken Pass/Fail. This course meets on Friday and Saturday for two weekends: March 20, 21, 27 and 28, 2026. Last day to add/drop March 13, 2025 at 11:59PM ET. Any de-enrollment after may result in a ""W"" on transcript: email mbaprogram@wharton.upenn.edu",FS,12:00a - 12:00a,"Modular, 20 Mar - 28 Mar",Meyer,Meyer,0.5,12:00a,Modular,2.975,3.157,2.441,2.643,2.78125,2.9825,2.2475,2.56125
MKTG-6130,MKTG-6130‐003,Strategic Marketing Simulation,"Cannot be taken Pass/Fail. This course meets on Friday and Saturday for two weekends: February 20, 21, 27 and 28, 2026. Last day to add/drop February 13, 2026 at 11:59PM ET. Any de-enrollment after may result in a ""W"" on transcript: email mbaprogram@wharton.upenn.edu",FS,12:00a - 12:00a,"Modular, 20 Feb - 28 Feb",Meyer,Meyer,0.5,12:00a,Modular,2.975,3.157,2.441,2.643,2.78125,2.9825,2.2475,2.56125
MKTG-6130,MKTG-6130‐004,Strategic Marketing Simulation,"Cannot be taken Pass/Fail. This course meets on Friday and Saturday for two weekends: March 20, 21, 27 and 28, 2026. Last day to add/drop March 13, 2025 at 11:59PM ET. Any de-enrollment after may result in a ""W"" on transcript: email mbaprogram@wharton.upenn.edu",FS,12:00a - 12:00a,"Modular, 20 Mar - 28 Mar",Meyer,Meyer,0.5,12:00a,Modular,2.975,3.157,2.441,2.643,2.78125,2.9825,2.2475,2.56125
MKTG-7120,MKTG-7120‐401MKTG-7120‐441,Data and Analysis for Marketing Decisions,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Dew,Dew,1.0,1:45p,Full,2.73,2.918,2.332,2.325,3.47,3.7133333333333334,2.1,2.2566666666666664
MKTG-7120,MKTG-7120‐402MKTG-7120‐442,Data and Analysis for Marketing Decisions,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Dew,Dew,1.0,3:30p,Full,2.73,2.918,2.332,2.325,3.47,3.7133333333333334,2.1,2.2566666666666664
MKTG-7270,MKTG-7270‐401MKTG-7270‐441,Analytics and AI in Digital Marketing and Social Media,,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Berman,Berman,0.5,10:15a,Q1,2.877,3.217,1.797,1.913,2.851818181818182,3.1845454545454546,2.0072727272727273,2.282727272727273
MKTG-7270,MKTG-7270‐403MKTG-7270‐443,Analytics and AI in Digital Marketing and Social Media,,TR,12:00p - 1:29p,"Q1, 20 Jan - 2 Mar",Berman,Berman,0.5,12:00p,Q1,2.877,3.217,1.797,1.913,2.851818181818182,3.1845454545454546,2.0072727272727273,2.282727272727273
MKTG-7390,MKTG-7390‐401,Visual Marketing,,MW,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Johnson,Johnson,1.0,10:15a,Full,2.836,3.084,1.716,1.818,2.836,2.996,1.716,1.818
MKTG-7390,MKTG-7390‐401,Visual Marketing,,MW,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Kahn,Kahn,1.0,10:15a,Full,2.836,3.084,1.716,1.818,2.836,3.1719999999999997,1.716,1.818
MKTG-7470,MKTG-7470‐002,Marketing Strategy for Technology Platforms,,MW,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Yildirim,Yildirim,0.5,10:15a,Q2,2.56,2.749,1.507,1.88,2.5595,2.749,1.507,1.8800000000000001
MKTG-7470,MKTG-7470‐004,Marketing Strategy for Technology Platforms,,MW,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Yildirim,Yildirim,0.5,12:00p,Q2,2.56,2.749,1.507,1.88,2.5595,2.749,1.507,1.8800000000000001
MKTG-7520,MKTG-7520‐402,Marketing Analytics,,MW,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Eisenstein,Eisenstein,0.5,12:00p,Q2,2.63,3.035,2.66,2.37,2.63,3.035,2.66,2.37
MKTG-7540,MKTG-7540‐002,Pricing Policy,,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Zhang,Zhang,0.5,10:15a,Q2,2.929,3.149,2.357,2.532,2.6061111111111104,2.8655555555555554,1.888611111111111,1.9275
MKTG-7540,MKTG-7540‐004,Pricing Policy,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Q2, 16 Mar - 23 Apr",Raju,Raju,0.5,3:30p,Q2,2.929,3.149,2.357,2.532,3.3384848484848484,3.507575757575758,2.8739393939393945,3.2193939393939406
MKTG-7540,MKTG-7540‐402,Pricing Policy,,TR,8:30a - 9:59a,"Q2, 16 Mar - 23 Apr",Zhang,Zhang,0.5,8:30a,Q2,2.929,3.149,2.357,2.532,2.6061111111111104,2.8655555555555554,1.888611111111111,1.9275
MKTG-7680,MKTG-7680‐402,Contagious: How Things Catch On,,MW,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Berger,Berger,0.5,10:15a,Q2,2.531,2.689,1.923,2.057,2.746666666666666,3.103333333333333,1.4433333333333334,1.8699999999999999
MKTG-7680,MKTG-7680‐404,Contagious: How Things Catch On,,MW,12:00p - 1:29p,"Q2, 16 Mar - 23 Apr",Berger,Berger,0.5,12:00p,Q2,2.531,2.689,1.923,2.057,2.746666666666666,3.103333333333333,1.4433333333333334,1.8699999999999999
MKTG-7680,MKTG-7680‐406,Contagious: How Things Catch On,,MW,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Berger,Berger,0.5,1:45p,Q2,2.531,2.689,1.923,2.057,2.746666666666666,3.103333333333333,1.4433333333333334,1.8699999999999999
MKTG-7760,MKTG-7760‐401MKTG-7760‐441STAT-7760‐401STAT-7760‐441,Applied Probability Models in Marketing,,M,3:30p - 6:29p,"Full, 14 Jan - 29 Apr",Fader,Fader,1.0,3:30p,Full,3.559,3.741,3.809,3.701,3.5591999999999997,3.740599999999999,3.809199999999999,3.7008000000000005
MKTG-7760,MKTG-7760‐402MKTG-7760‐442STAT-7760‐402STAT-7760‐442,Applied Probability Models in Marketing,,T,3:30p - 6:29p,"Full, 14 Jan - 29 Apr",Fader,Fader,1.0,3:30p,Full,3.559,3.741,3.809,3.701,3.5591999999999997,3.740599999999999,3.809199999999999,3.7008000000000005
MKTG-7760,MKTG-7760‐403MKTG-7760‐443STAT-7760‐403STAT-7760‐443,Applied Probability Models in Marketing,,W,3:30p - 6:29p,"Full, 14 Jan - 29 Apr",Fader,Fader,1.0,3:30p,Full,3.559,3.741,3.809,3.701,3.5591999999999997,3.740599999999999,3.809199999999999,3.7008000000000005
MKTG-7780,MKTG-7780‐001,Strategic Brand Management,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,TR,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Williams,Williams,1.0,1:45p,Full,2.917,3.189,1.874,2.274,3.251764705882353,3.545294117647058,1.9194117647058822,2.2970588235294116
MKTG-7790,MKTG-7790‐001,AI in Our Lives: The Behavioral Science of Autonomous Technology,Waitlist & Ability to Add will shut down before second class,MW,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Puntoni,Puntoni,0.5,10:15a,Q1,2.882,3.242,1.548,1.792,2.8825,3.2425,1.5475,1.7925
MKTG-7790,MKTG-7790‐003,AI in Our Lives: The Behavioral Science of Autonomous Technology,Waitlist & Ability to Add will shut down before second class,MW,12:00p - 1:29p,"Q1, 20 Jan - 2 Mar",Puntoni,Puntoni,0.5,12:00p,Q1,2.882,3.242,1.548,1.792,2.8825,3.2425,1.5475,1.7925
MKTG-7790,MKTG-7790‐005,AI in Our Lives: The Behavioral Science of Autonomous Technology,Waitlist & Ability to Add will shut down before second class,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Puntoni,Puntoni,0.5,1:45p,Q1,2.882,3.242,1.548,1.792,2.8825,3.2425,1.5475,1.7925
MKTG-8060,MKTG-8060‐401,Retail Merchandising (Center Special Topic),Cannot be taken Pass/Fail.,M,3:30p - 6:29p,"Q1, 20 Jan - 2 Mar",Eshelman,Eshelman,0.5,3:30p,Q1,2.581,2.807,1.75,1.831,2.78,3.0316666666666663,1.83,1.8383333333333336
MKTG-8530,MKTG-8530‐701,BW: Advertising Management,Cannot be taken Pass/Fail. [BLOCK WEEK COURSE - LOCATION: PHILADELPHIA] Attendance mandatory for all sessions. ADD DEADLINE: March 6 - 9:00AM ET. DROP DEADLINE: March 10 - 9:00 AM ET. Schedule: https://mba-inside.wharton.upenn.edu/academics/modularterms/,TBA,12:00a - 12:00a,"Modular, 7 Mar - 15 Mar",Wilson,Wilson,0.5,12:00a,Modular,,,,,,,,
OIDD-5150,OIDD-5150‐401,Product Design,Cannot be taken Pass/Fail.,M,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Marcovitz,Marcovitz,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8129999999999997,2.835,1.704,2.4405
OIDD-5150,OIDD-5150‐401,Product Design,Cannot be taken Pass/Fail.,M,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Ulrich,Ulrich,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8268181818181812,2.855454545454545,1.7145454545454542,2.4140909090909095
OIDD-5150,OIDD-5150‐402,Product Design,Cannot be taken Pass/Fail.,W,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Marcovitz,Marcovitz,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8129999999999997,2.835,1.704,2.4405
